variable,value,date
China_Hubei,33366,2020-02-12
China_Hubei,48206,2020-02-13
China_Hubei,54406,2020-02-14
China_Hubei,56249,2020-02-15
China_Hubei,58182,2020-02-16
China_Hubei,59989,2020-02-17
China_Hubei,61682,2020-02-18
China_Hubei,62031,2020-02-19
China_Hubei,62442,2020-02-20
China_Hubei,62662,2020-02-21
China_Hubei,64084,2020-02-22
China_Hubei,64084,2020-02-23
China_Hubei,64287,2020-02-24
China_Hubei,64786,2020-02-25
China_Hubei,65187,2020-02-26
China_Hubei,65596,2020-02-27
China_Hubei,65914,2020-02-28
China_Hubei,66337,2020-02-29
China_Hubei,66907,2020-03-01
China_Hubei,67103,2020-03-02
China_Hubei,67217,2020-03-03
China_Hubei,67332,2020-03-04
China_Hubei,67466,2020-03-05
China_Hubei,67592,2020-03-06
China_Hubei,67666,2020-03-07
China_Hubei,67707,2020-03-08
China_Hubei,67743,2020-03-09
China_Hubei,67760,2020-03-10
China_Hubei,67773,2020-03-11
China_Hubei,67781,2020-03-12
China_Hubei,67786,2020-03-13
China_Hubei,67790,2020-03-14
China_Hubei,67794,2020-03-15
China_Hubei,67798,2020-03-16
China_Hubei,67799,2020-03-17
China_Hubei,67800,2020-03-18
China_Hubei,67800,2020-03-19
China_Hubei,67800,2020-03-20
China_Hubei,67800,2020-03-21
China_Hubei,67800,2020-03-22
China_Hubei,67800,2020-03-23
China_Hubei,67801,2020-03-24
China_Hubei,67801,2020-03-25
China_Hubei,67801,2020-03-26
China_Hunan,4,2020-01-22
China_Hunan,9,2020-01-23
China_Hunan,24,2020-01-24
China_Hunan,43,2020-01-25
China_Hunan,69,2020-01-26
China_Hunan,100,2020-01-27
China_Hunan,143,2020-01-28
China_Hunan,221,2020-01-29
China_Hunan,277,2020-01-30
China_Hunan,332,2020-01-31
China_Hunan,389,2020-02-01
China_Hunan,463,2020-02-02
China_Hunan,521,2020-02-03
China_Hunan,593,2020-02-04
China_Hunan,661,2020-02-05
China_Hunan,711,2020-02-06
China_Hunan,772,2020-02-07
China_Hunan,803,2020-02-08
China_Hunan,838,2020-02-09
China_Hunan,879,2020-02-10
China_Hunan,912,2020-02-11
China_Hunan,946,2020-02-12
China_Hunan,968,2020-02-13
China_Hunan,988,2020-02-14
China_Hunan,1001,2020-02-15
China_Hunan,1004,2020-02-16
China_Hunan,1006,2020-02-17
China_Hunan,1007,2020-02-18
China_Hunan,1008,2020-02-19
China_Hunan,1010,2020-02-20
China_Hunan,1011,2020-02-21
China_Hunan,1013,2020-02-22
China_Hunan,1016,2020-02-23
China_Hunan,1016,2020-02-24
China_Hunan,1016,2020-02-25
China_Hunan,1016,2020-02-26
China_Hunan,1017,2020-02-27
China_Hunan,1017,2020-02-28
China_Hunan,1018,2020-02-29
China_Hunan,1018,2020-03-01
China_Hunan,1018,2020-03-02
China_Hunan,1018,2020-03-03
China_Hunan,1018,2020-03-04
China_Hunan,1018,2020-03-05
China_Hunan,1018,2020-03-06
China_Hunan,1018,2020-03-07
China_Hunan,1018,2020-03-08
China_Hunan,1018,2020-03-09
China_Hunan,1018,2020-03-10
China_Hunan,1018,2020-03-11
China_Hunan,1018,2020-03-12
China_Hunan,1018,2020-03-13
China_Hunan,1018,2020-03-14
China_Hunan,1018,2020-03-15
China_Hunan,1018,2020-03-16
China_Hunan,1018,2020-03-17
China_Hunan,1018,2020-03-18
China_Hunan,1018,2020-03-19
China_Hunan,1018,2020-03-20
China_Hunan,1018,2020-03-21
China_Hunan,1018,2020-03-22
China_Hunan,1018,2020-03-23
China_Hunan,1018,2020-03-24
China_Hunan,1018,2020-03-25
China_Hunan,1018,2020-03-26
China_Inner_Mongolia,0,2020-01-22
China_Inner_Mongolia,0,2020-01-23
China_Inner_Mongolia,1,2020-01-24
China_Inner_Mongolia,7,2020-01-25
China_Inner_Mongolia,7,2020-01-26
China_Inner_Mongolia,11,2020-01-27
China_Inner_Mongolia,15,2020-01-28
China_Inner_Mongolia,16,2020-01-29
China_Inner_Mongolia,19,2020-01-30
China_Inner_Mongolia,20,2020-01-31
China_Inner_Mongolia,23,2020-02-01
China_Inner_Mongolia,27,2020-02-02
China_Inner_Mongolia,34,2020-02-03
China_Inner_Mongolia,35,2020-02-04
China_Inner_Mongolia,42,2020-02-05
China_Inner_Mongolia,46,2020-02-06
China_Inner_Mongolia,50,2020-02-07
China_Inner_Mongolia,52,2020-02-08
China_Inner_Mongolia,54,2020-02-09
China_Inner_Mongolia,58,2020-02-10
China_Inner_Mongolia,58,2020-02-11
China_Inner_Mongolia,60,2020-02-12
China_Inner_Mongolia,61,2020-02-13
China_Inner_Mongolia,65,2020-02-14
China_Inner_Mongolia,68,2020-02-15
China_Inner_Mongolia,70,2020-02-16
China_Inner_Mongolia,72,2020-02-17
China_Inner_Mongolia,73,2020-02-18
China_Inner_Mongolia,75,2020-02-19
China_Inner_Mongolia,75,2020-02-20
China_Inner_Mongolia,75,2020-02-21
China_Inner_Mongolia,75,2020-02-22
China_Inner_Mongolia,75,2020-02-23
China_Inner_Mongolia,75,2020-02-24
China_Inner_Mongolia,75,2020-02-25
China_Inner_Mongolia,75,2020-02-26
China_Inner_Mongolia,75,2020-02-27
China_Inner_Mongolia,75,2020-02-28
China_Inner_Mongolia,75,2020-02-29
China_Inner_Mongolia,75,2020-03-01
China_Inner_Mongolia,75,2020-03-02
China_Inner_Mongolia,75,2020-03-03
China_Inner_Mongolia,75,2020-03-04
China_Inner_Mongolia,75,2020-03-05
China_Inner_Mongolia,75,2020-03-06
China_Inner_Mongolia,75,2020-03-07
China_Inner_Mongolia,75,2020-03-08
China_Inner_Mongolia,75,2020-03-09
China_Inner_Mongolia,75,2020-03-10
China_Inner_Mongolia,75,2020-03-11
China_Inner_Mongolia,75,2020-03-12
China_Inner_Mongolia,75,2020-03-13
China_Inner_Mongolia,75,2020-03-14
China_Inner_Mongolia,75,2020-03-15
China_Inner_Mongolia,75,2020-03-16
China_Inner_Mongolia,75,2020-03-17
China_Inner_Mongolia,75,2020-03-18
China_Inner_Mongolia,75,2020-03-19
China_Inner_Mongolia,75,2020-03-20
China_Inner_Mongolia,75,2020-03-21
China_Inner_Mongolia,75,2020-03-22
China_Inner_Mongolia,75,2020-03-23
China_Inner_Mongolia,75,2020-03-24
China_Inner_Mongolia,77,2020-03-25
China_Inner_Mongolia,89,2020-03-26
China_Jiangsu,1,2020-01-22
China_Jiangsu,5,2020-01-23
China_Jiangsu,9,2020-01-24
China_Jiangsu,18,2020-01-25
China_Jiangsu,33,2020-01-26
China_Jiangsu,47,2020-01-27
China_Jiangsu,70,2020-01-28
China_Jiangsu,99,2020-01-29
China_Jiangsu,129,2020-01-30
China_Jiangsu,168,2020-01-31
China_Jiangsu,202,2020-02-01
China_Jiangsu,236,2020-02-02
China_Jiangsu,271,2020-02-03
China_Jiangsu,308,2020-02-04
China_Jiangsu,341,2020-02-05
China_Jiangsu,373,2020-02-06
China_Jiangsu,408,2020-02-07
China_Jiangsu,439,2020-02-08
China_Jiangsu,468,2020-02-09
China_Jiangsu,492,2020-02-10
China_Jiangsu,515,2020-02-11
China_Jiangsu,543,2020-02-12
China_Jiangsu,570,2020-02-13
China_Jiangsu,593,2020-02-14
China_Jiangsu,604,2020-02-15
China_Jiangsu,617,2020-02-16
China_Jiangsu,626,2020-02-17
China_Jiangsu,629,2020-02-18
China_Jiangsu,631,2020-02-19
China_Jiangsu,631,2020-02-20
China_Jiangsu,631,2020-02-21
China_Jiangsu,631,2020-02-22
China_Jiangsu,631,2020-02-23
China_Jiangsu,631,2020-02-24
China_Jiangsu,631,2020-02-25
China_Jiangsu,631,2020-02-26
China_Jiangsu,631,2020-02-27
China_Jiangsu,631,2020-02-28
China_Jiangsu,631,2020-02-29
China_Jiangsu,631,2020-03-01
China_Jiangsu,631,2020-03-02
China_Jiangsu,631,2020-03-03
China_Jiangsu,631,2020-03-04
China_Jiangsu,631,2020-03-05
China_Jiangsu,631,2020-03-06
China_Jiangsu,631,2020-03-07
China_Jiangsu,631,2020-03-08
China_Jiangsu,631,2020-03-09
China_Jiangsu,631,2020-03-10
China_Jiangsu,631,2020-03-11
China_Jiangsu,631,2020-03-12
China_Jiangsu,631,2020-03-13
China_Jiangsu,631,2020-03-14
China_Jiangsu,631,2020-03-15
China_Jiangsu,631,2020-03-16
China_Jiangsu,631,2020-03-17
China_Jiangsu,631,2020-03-18
China_Jiangsu,631,2020-03-19
China_Jiangsu,631,2020-03-20
China_Jiangsu,631,2020-03-21
China_Jiangsu,633,2020-03-22
China_Jiangsu,633,2020-03-23
China_Jiangsu,636,2020-03-24
China_Jiangsu,638,2020-03-25
China_Jiangsu,640,2020-03-26
China_Jiangxi,2,2020-01-22
China_Jiangxi,7,2020-01-23
China_Jiangxi,18,2020-01-24
China_Jiangxi,18,2020-01-25
China_Jiangxi,36,2020-01-26
China_Jiangxi,72,2020-01-27
China_Jiangxi,109,2020-01-28
China_Jiangxi,109,2020-01-29
China_Jiangxi,162,2020-01-30
China_Jiangxi,240,2020-01-31
China_Jiangxi,286,2020-02-01
China_Jiangxi,333,2020-02-02
China_Jiangxi,391,2020-02-03
China_Jiangxi,476,2020-02-04
China_Jiangxi,548,2020-02-05
China_Jiangxi,600,2020-02-06
China_Jiangxi,661,2020-02-07
China_Jiangxi,698,2020-02-08
China_Jiangxi,740,2020-02-09
China_Jiangxi,771,2020-02-10
China_Jiangxi,804,2020-02-11
China_Jiangxi,844,2020-02-12
China_Jiangxi,872,2020-02-13
China_Jiangxi,900,2020-02-14
China_Jiangxi,913,2020-02-15
China_Jiangxi,925,2020-02-16
China_Jiangxi,930,2020-02-17
China_Jiangxi,933,2020-02-18
China_Jiangxi,934,2020-02-19
China_Jiangxi,934,2020-02-20
China_Jiangxi,934,2020-02-21
China_Jiangxi,934,2020-02-22
China_Jiangxi,934,2020-02-23
China_Jiangxi,934,2020-02-24
China_Jiangxi,934,2020-02-25
China_Jiangxi,934,2020-02-26
China_Jiangxi,934,2020-02-27
China_Jiangxi,935,2020-02-28
China_Jiangxi,935,2020-02-29
China_Jiangxi,935,2020-03-01
China_Jiangxi,935,2020-03-02
China_Jiangxi,935,2020-03-03
China_Jiangxi,935,2020-03-04
China_Jiangxi,935,2020-03-05
China_Jiangxi,935,2020-03-06
China_Jiangxi,935,2020-03-07
China_Jiangxi,935,2020-03-08
China_Jiangxi,935,2020-03-09
China_Jiangxi,935,2020-03-10
China_Jiangxi,935,2020-03-11
China_Jiangxi,935,2020-03-12
China_Jiangxi,935,2020-03-13
China_Jiangxi,935,2020-03-14
China_Jiangxi,935,2020-03-15
China_Jiangxi,935,2020-03-16
China_Jiangxi,935,2020-03-17
China_Jiangxi,935,2020-03-18
China_Jiangxi,935,2020-03-19
China_Jiangxi,935,2020-03-20
China_Jiangxi,935,2020-03-21
China_Jiangxi,936,2020-03-22
China_Jiangxi,936,2020-03-23
China_Jiangxi,936,2020-03-24
China_Jiangxi,936,2020-03-25
China_Jiangxi,936,2020-03-26
China_Jilin,0,2020-01-22
China_Jilin,1,2020-01-23
China_Jilin,3,2020-01-24
China_Jilin,4,2020-01-25
China_Jilin,4,2020-01-26
China_Jilin,6,2020-01-27
China_Jilin,8,2020-01-28
China_Jilin,9,2020-01-29
China_Jilin,14,2020-01-30
China_Jilin,14,2020-01-31
China_Jilin,17,2020-02-01
China_Jilin,23,2020-02-02
China_Jilin,31,2020-02-03
China_Jilin,42,2020-02-04
China_Jilin,54,2020-02-05
China_Jilin,59,2020-02-06
China_Jilin,65,2020-02-07
China_Jilin,69,2020-02-08
China_Jilin,78,2020-02-09
China_Jilin,80,2020-02-10
China_Jilin,81,2020-02-11
China_Jilin,83,2020-02-12
China_Jilin,84,2020-02-13
China_Jilin,86,2020-02-14
China_Jilin,88,2020-02-15
China_Jilin,89,2020-02-16
China_Jilin,89,2020-02-17
China_Jilin,89,2020-02-18
China_Jilin,90,2020-02-19
China_Jilin,91,2020-02-20
China_Jilin,91,2020-02-21
China_Jilin,91,2020-02-22
China_Jilin,91,2020-02-23
China_Jilin,93,2020-02-24
China_Jilin,93,2020-02-25
China_Jilin,93,2020-02-26
China_Jilin,93,2020-02-27
China_Jilin,93,2020-02-28
China_Jilin,93,2020-02-29
China_Jilin,93,2020-03-01
China_Jilin,93,2020-03-02
China_Jilin,93,2020-03-03
China_Jilin,93,2020-03-04
China_Jilin,93,2020-03-05
China_Jilin,93,2020-03-06
China_Jilin,93,2020-03-07
China_Jilin,93,2020-03-08
China_Jilin,93,2020-03-09
China_Jilin,93,2020-03-10
China_Jilin,93,2020-03-11
China_Jilin,93,2020-03-12
China_Jilin,93,2020-03-13
China_Jilin,93,2020-03-14
China_Jilin,93,2020-03-15
China_Jilin,93,2020-03-16
China_Jilin,93,2020-03-17
China_Jilin,93,2020-03-18
China_Jilin,93,2020-03-19
China_Jilin,93,2020-03-20
China_Jilin,93,2020-03-21
China_Jilin,93,2020-03-22
China_Jilin,93,2020-03-23
China_Jilin,93,2020-03-24
China_Jilin,94,2020-03-25
China_Jilin,95,2020-03-26
China_Liaoning,2,2020-01-22
China_Liaoning,3,2020-01-23
China_Liaoning,4,2020-01-24
China_Liaoning,17,2020-01-25
China_Liaoning,21,2020-01-26
China_Liaoning,27,2020-01-27
China_Liaoning,34,2020-01-28
China_Liaoning,39,2020-01-29
China_Liaoning,41,2020-01-30
China_Liaoning,48,2020-01-31
China_Liaoning,64,2020-02-01
China_Liaoning,70,2020-02-02
China_Liaoning,74,2020-02-03
China_Liaoning,81,2020-02-04
China_Liaoning,89,2020-02-05
China_Liaoning,94,2020-02-06
China_Liaoning,99,2020-02-07
China_Liaoning,105,2020-02-08
China_Liaoning,107,2020-02-09
China_Liaoning,108,2020-02-10
China_Liaoning,111,2020-02-11
China_Liaoning,116,2020-02-12
China_Liaoning,117,2020-02-13
China_Liaoning,119,2020-02-14
China_Liaoning,119,2020-02-15
China_Liaoning,121,2020-02-16
China_Liaoning,121,2020-02-17
China_Liaoning,121,2020-02-18
China_Liaoning,121,2020-02-19
China_Liaoning,121,2020-02-20
China_Liaoning,121,2020-02-21
China_Liaoning,121,2020-02-22
China_Liaoning,121,2020-02-23
China_Liaoning,121,2020-02-24
China_Liaoning,121,2020-02-25
China_Liaoning,121,2020-02-26
China_Liaoning,121,2020-02-27
China_Liaoning,121,2020-02-28
China_Liaoning,121,2020-02-29
China_Liaoning,122,2020-03-01
China_Liaoning,122,2020-03-02
China_Liaoning,125,2020-03-03
China_Liaoning,125,2020-03-04
China_Liaoning,125,2020-03-05
China_Liaoning,125,2020-03-06
China_Liaoning,125,2020-03-07
China_Liaoning,125,2020-03-08
China_Liaoning,125,2020-03-09
China_Liaoning,125,2020-03-10
China_Liaoning,125,2020-03-11
China_Liaoning,125,2020-03-12
China_Liaoning,125,2020-03-13
China_Liaoning,125,2020-03-14
China_Liaoning,125,2020-03-15
China_Liaoning,125,2020-03-16
China_Liaoning,125,2020-03-17
China_Liaoning,125,2020-03-18
China_Liaoning,125,2020-03-19
China_Liaoning,126,2020-03-20
China_Liaoning,126,2020-03-21
China_Liaoning,127,2020-03-22
China_Liaoning,127,2020-03-23
China_Liaoning,127,2020-03-24
China_Liaoning,127,2020-03-25
China_Liaoning,128,2020-03-26
China_Macau,1,2020-01-22
China_Macau,2,2020-01-23
China_Macau,2,2020-01-24
China_Macau,2,2020-01-25
China_Macau,5,2020-01-26
China_Macau,6,2020-01-27
China_Macau,7,2020-01-28
China_Macau,7,2020-01-29
China_Macau,7,2020-01-30
China_Macau,7,2020-01-31
China_Macau,7,2020-02-01
China_Macau,8,2020-02-02
China_Macau,8,2020-02-03
China_Macau,10,2020-02-04
China_Macau,10,2020-02-05
China_Macau,10,2020-02-06
China_Macau,10,2020-02-07
China_Macau,10,2020-02-08
China_Macau,10,2020-02-09
China_Macau,10,2020-02-10
China_Macau,10,2020-02-11
China_Macau,10,2020-02-12
China_Macau,10,2020-02-13
China_Macau,10,2020-02-14
China_Macau,10,2020-02-15
China_Macau,10,2020-02-16
China_Macau,10,2020-02-17
China_Macau,10,2020-02-18
China_Macau,10,2020-02-19
China_Macau,10,2020-02-20
China_Macau,10,2020-02-21
China_Macau,10,2020-02-22
China_Macau,10,2020-02-23
China_Macau,10,2020-02-24
China_Macau,10,2020-02-25
China_Macau,10,2020-02-26
China_Macau,10,2020-02-27
China_Macau,10,2020-02-28
China_Macau,10,2020-02-29
China_Macau,10,2020-03-01
China_Macau,10,2020-03-02
China_Macau,10,2020-03-03
China_Macau,10,2020-03-04
China_Macau,10,2020-03-05
China_Macau,10,2020-03-06
China_Macau,10,2020-03-07
China_Macau,10,2020-03-08
China_Macau,10,2020-03-09
China_Macau,10,2020-03-10
China_Macau,10,2020-03-11
China_Macau,10,2020-03-12
China_Macau,10,2020-03-13
China_Macau,10,2020-03-14
China_Macau,10,2020-03-15
China_Macau,11,2020-03-16
China_Macau,12,2020-03-17
China_Macau,15,2020-03-18
China_Macau,17,2020-03-19
China_Macau,17,2020-03-20
China_Macau,18,2020-03-21
China_Macau,24,2020-03-22
China_Macau,24,2020-03-23
China_Macau,25,2020-03-24
China_Macau,30,2020-03-25
China_Macau,31,2020-03-26
China_Ningxia,1,2020-01-22
China_Ningxia,1,2020-01-23
China_Ningxia,2,2020-01-24
China_Ningxia,3,2020-01-25
China_Ningxia,4,2020-01-26
China_Ningxia,7,2020-01-27
China_Ningxia,11,2020-01-28
China_Ningxia,12,2020-01-29
China_Ningxia,17,2020-01-30
China_Ningxia,21,2020-01-31
China_Ningxia,26,2020-02-01
China_Ningxia,28,2020-02-02
China_Ningxia,31,2020-02-03
China_Ningxia,34,2020-02-04
China_Ningxia,34,2020-02-05
China_Ningxia,40,2020-02-06
China_Ningxia,43,2020-02-07
China_Ningxia,45,2020-02-08
China_Ningxia,45,2020-02-09
China_Ningxia,49,2020-02-10
China_Ningxia,53,2020-02-11
China_Ningxia,58,2020-02-12
China_Ningxia,64,2020-02-13
China_Ningxia,67,2020-02-14
China_Ningxia,70,2020-02-15
China_Ningxia,70,2020-02-16
China_Ningxia,70,2020-02-17
China_Ningxia,70,2020-02-18
China_Ningxia,71,2020-02-19
China_Ningxia,71,2020-02-20
China_Ningxia,71,2020-02-21
China_Ningxia,71,2020-02-22
China_Ningxia,71,2020-02-23
China_Ningxia,71,2020-02-24
China_Ningxia,71,2020-02-25
China_Ningxia,71,2020-02-26
China_Ningxia,72,2020-02-27
China_Ningxia,72,2020-02-28
China_Ningxia,73,2020-02-29
China_Ningxia,73,2020-03-01
China_Ningxia,74,2020-03-02
China_Ningxia,74,2020-03-03
China_Ningxia,75,2020-03-04
China_Ningxia,75,2020-03-05
China_Ningxia,75,2020-03-06
China_Ningxia,75,2020-03-07
China_Ningxia,75,2020-03-08
China_Ningxia,75,2020-03-09
China_Ningxia,75,2020-03-10
China_Ningxia,75,2020-03-11
China_Ningxia,75,2020-03-12
China_Ningxia,75,2020-03-13
China_Ningxia,75,2020-03-14
China_Ningxia,75,2020-03-15
China_Ningxia,75,2020-03-16
China_Ningxia,75,2020-03-17
China_Ningxia,75,2020-03-18
China_Ningxia,75,2020-03-19
China_Ningxia,75,2020-03-20
China_Ningxia,75,2020-03-21
China_Ningxia,75,2020-03-22
China_Ningxia,75,2020-03-23
China_Ningxia,75,2020-03-24
China_Ningxia,75,2020-03-25
China_Ningxia,75,2020-03-26
China_Qinghai,0,2020-01-22
China_Qinghai,0,2020-01-23
China_Qinghai,0,2020-01-24
China_Qinghai,1,2020-01-25
China_Qinghai,1,2020-01-26
China_Qinghai,6,2020-01-27
China_Qinghai,6,2020-01-28
China_Qinghai,6,2020-01-29
China_Qinghai,8,2020-01-30
China_Qinghai,8,2020-01-31
China_Qinghai,9,2020-02-01
China_Qinghai,11,2020-02-02
China_Qinghai,13,2020-02-03
China_Qinghai,15,2020-02-04
China_Qinghai,17,2020-02-05
China_Qinghai,18,2020-02-06
China_Qinghai,18,2020-02-07
China_Qinghai,18,2020-02-08
China_Qinghai,18,2020-02-09
China_Qinghai,18,2020-02-10
China_Qinghai,18,2020-02-11
China_Qinghai,18,2020-02-12
China_Qinghai,18,2020-02-13
China_Qinghai,18,2020-02-14
China_Qinghai,18,2020-02-15
China_Qinghai,18,2020-02-16
China_Qinghai,18,2020-02-17
China_Qinghai,18,2020-02-18
China_Qinghai,18,2020-02-19
China_Qinghai,18,2020-02-20
China_Qinghai,18,2020-02-21
China_Qinghai,18,2020-02-22
China_Qinghai,18,2020-02-23
China_Qinghai,18,2020-02-24
China_Qinghai,18,2020-02-25
China_Qinghai,18,2020-02-26
China_Qinghai,18,2020-02-27
China_Qinghai,18,2020-02-28
China_Qinghai,18,2020-02-29
China_Qinghai,18,2020-03-01
China_Qinghai,18,2020-03-02
China_Qinghai,18,2020-03-03
China_Qinghai,18,2020-03-04
China_Qinghai,18,2020-03-05
China_Qinghai,18,2020-03-06
China_Qinghai,18,2020-03-07
China_Qinghai,18,2020-03-08
China_Qinghai,18,2020-03-09
China_Qinghai,18,2020-03-10
China_Qinghai,18,2020-03-11
China_Qinghai,18,2020-03-12
China_Qinghai,18,2020-03-13
China_Qinghai,18,2020-03-14
China_Qinghai,18,2020-03-15
China_Qinghai,18,2020-03-16
China_Qinghai,18,2020-03-17
China_Qinghai,18,2020-03-18
China_Qinghai,18,2020-03-19
China_Qinghai,18,2020-03-20
China_Qinghai,18,2020-03-21
China_Qinghai,18,2020-03-22
China_Qinghai,18,2020-03-23
China_Qinghai,18,2020-03-24
China_Qinghai,18,2020-03-25
China_Qinghai,18,2020-03-26
China_Shaanxi,0,2020-01-22
China_Shaanxi,3,2020-01-23
China_Shaanxi,5,2020-01-24
China_Shaanxi,15,2020-01-25
China_Shaanxi,22,2020-01-26
China_Shaanxi,35,2020-01-27
China_Shaanxi,46,2020-01-28
China_Shaanxi,56,2020-01-29
China_Shaanxi,63,2020-01-30
China_Shaanxi,87,2020-01-31
China_Shaanxi,101,2020-02-01
China_Shaanxi,116,2020-02-02
China_Shaanxi,128,2020-02-03
China_Shaanxi,142,2020-02-04
China_Shaanxi,165,2020-02-05
China_Shaanxi,173,2020-02-06
China_Shaanxi,184,2020-02-07
China_Shaanxi,195,2020-02-08
China_Shaanxi,208,2020-02-09
China_Shaanxi,213,2020-02-10
China_Shaanxi,219,2020-02-11
China_Shaanxi,225,2020-02-12
China_Shaanxi,229,2020-02-13
China_Shaanxi,230,2020-02-14
China_Shaanxi,232,2020-02-15
China_Shaanxi,236,2020-02-16
China_Shaanxi,240,2020-02-17
China_Shaanxi,240,2020-02-18
China_Shaanxi,242,2020-02-19
China_Shaanxi,245,2020-02-20
China_Shaanxi,245,2020-02-21
China_Shaanxi,245,2020-02-22
China_Shaanxi,245,2020-02-23
China_Shaanxi,245,2020-02-24
China_Shaanxi,245,2020-02-25
China_Shaanxi,245,2020-02-26
China_Shaanxi,245,2020-02-27
China_Shaanxi,245,2020-02-28
China_Shaanxi,245,2020-02-29
China_Shaanxi,245,2020-03-01
China_Shaanxi,245,2020-03-02
China_Shaanxi,245,2020-03-03
China_Shaanxi,245,2020-03-04
China_Shaanxi,245,2020-03-05
China_Shaanxi,245,2020-03-06
China_Shaanxi,245,2020-03-07
China_Shaanxi,245,2020-03-08
China_Shaanxi,245,2020-03-09
China_Shaanxi,245,2020-03-10
China_Shaanxi,245,2020-03-11
China_Shaanxi,245,2020-03-12
China_Shaanxi,245,2020-03-13
China_Shaanxi,245,2020-03-14
China_Shaanxi,245,2020-03-15
China_Shaanxi,245,2020-03-16
China_Shaanxi,246,2020-03-17
China_Shaanxi,246,2020-03-18
China_Shaanxi,246,2020-03-19
China_Shaanxi,247,2020-03-20
China_Shaanxi,248,2020-03-21
China_Shaanxi,248,2020-03-22
China_Shaanxi,248,2020-03-23
China_Shaanxi,249,2020-03-24
China_Shaanxi,250,2020-03-25
China_Shaanxi,253,2020-03-26
China_Shandong,2,2020-01-22
China_Shandong,6,2020-01-23
China_Shandong,15,2020-01-24
China_Shandong,27,2020-01-25
China_Shandong,46,2020-01-26
China_Shandong,75,2020-01-27
China_Shandong,95,2020-01-28
China_Shandong,130,2020-01-29
China_Shandong,158,2020-01-30
China_Shandong,184,2020-01-31
China_Shandong,206,2020-02-01
China_Shandong,230,2020-02-02
China_Shandong,259,2020-02-03
China_Shandong,275,2020-02-04
China_Shandong,307,2020-02-05
China_Shandong,347,2020-02-06
China_Shandong,386,2020-02-07
China_Shandong,416,2020-02-08
China_Shandong,444,2020-02-09
China_Shandong,466,2020-02-10
China_Shandong,487,2020-02-11
China_Shandong,497,2020-02-12
China_Shandong,509,2020-02-13
China_Shandong,523,2020-02-14
China_Shandong,532,2020-02-15
China_Shandong,537,2020-02-16
China_Shandong,541,2020-02-17
China_Shandong,543,2020-02-18
China_Shandong,544,2020-02-19
China_Shandong,546,2020-02-20
China_Shandong,749,2020-02-21
China_Shandong,750,2020-02-22
China_Shandong,754,2020-02-23
China_Shandong,755,2020-02-24
China_Shandong,756,2020-02-25
China_Shandong,756,2020-02-26
China_Shandong,756,2020-02-27
China_Shandong,756,2020-02-28
China_Shandong,756,2020-02-29
China_Shandong,758,2020-03-01
China_Shandong,758,2020-03-02
China_Shandong,758,2020-03-03
China_Shandong,758,2020-03-04
China_Shandong,758,2020-03-05
China_Shandong,758,2020-03-06
China_Shandong,758,2020-03-07
China_Shandong,758,2020-03-08
China_Shandong,758,2020-03-09
China_Shandong,758,2020-03-10
China_Shandong,760,2020-03-11
China_Shandong,760,2020-03-12
China_Shandong,760,2020-03-13
China_Shandong,760,2020-03-14
China_Shandong,760,2020-03-15
China_Shandong,760,2020-03-16
China_Shandong,761,2020-03-17
China_Shandong,761,2020-03-18
China_Shandong,761,2020-03-19
China_Shandong,762,2020-03-20
China_Shandong,764,2020-03-21
China_Shandong,767,2020-03-22
China_Shandong,768,2020-03-23
China_Shandong,768,2020-03-24
China_Shandong,769,2020-03-25
China_Shandong,771,2020-03-26
China_Shanghai,9,2020-01-22
China_Shanghai,16,2020-01-23
China_Shanghai,20,2020-01-24
China_Shanghai,33,2020-01-25
China_Shanghai,40,2020-01-26
China_Shanghai,53,2020-01-27
China_Shanghai,66,2020-01-28
China_Shanghai,96,2020-01-29
China_Shanghai,112,2020-01-30
China_Shanghai,135,2020-01-31
China_Shanghai,169,2020-02-01
China_Shanghai,182,2020-02-02
China_Shanghai,203,2020-02-03
China_Shanghai,219,2020-02-04
China_Shanghai,243,2020-02-05
China_Shanghai,257,2020-02-06
China_Shanghai,277,2020-02-07
China_Shanghai,286,2020-02-08
China_Shanghai,293,2020-02-09
China_Shanghai,299,2020-02-10
China_Shanghai,303,2020-02-11
China_Shanghai,311,2020-02-12
China_Shanghai,315,2020-02-13
China_Shanghai,318,2020-02-14
China_Shanghai,326,2020-02-15
China_Shanghai,328,2020-02-16
China_Shanghai,333,2020-02-17
China_Shanghai,333,2020-02-18
China_Shanghai,333,2020-02-19
China_Shanghai,334,2020-02-20
China_Shanghai,334,2020-02-21
China_Shanghai,335,2020-02-22
China_Shanghai,335,2020-02-23
China_Shanghai,335,2020-02-24
China_Shanghai,336,2020-02-25
China_Shanghai,337,2020-02-26
China_Shanghai,337,2020-02-27
China_Shanghai,337,2020-02-28
China_Shanghai,337,2020-02-29
China_Shanghai,337,2020-03-01
China_Shanghai,337,2020-03-02
China_Shanghai,338,2020-03-03
China_Shanghai,338,2020-03-04
China_Shanghai,339,2020-03-05
China_Shanghai,342,2020-03-06
China_Shanghai,342,2020-03-07
China_Shanghai,342,2020-03-08
China_Shanghai,342,2020-03-09
China_Shanghai,344,2020-03-10
China_Shanghai,344,2020-03-11
China_Shanghai,344,2020-03-12
China_Shanghai,346,2020-03-13
China_Shanghai,353,2020-03-14
China_Shanghai,353,2020-03-15
